GeneID	Symbol	Description	log2(fold change)	-log10(Pvalue)
9878	TOX4	TOX high mobility group box family member 4	0.528	3.541
56339	METTL3	methyltransferase 3, N6-adenosine-methyltransferase complex catalytic subunit	0.523	2.137
28526	TRDC	T cell receptor delta constant	-3.504	3.213
28755	TRAC	T cell receptor alpha constant	-3.288	1.384
9056	SLC7A7	solute carrier family 7 member 7	-2.207	7.067
4323	MMP14	matrix metallopeptidase 14	-1.548	2.11
26020	LRP10	LDL receptor related protein 10	1.199	5.313
161253	REM2	RRAD and GEM like GTPase 2	1.801	4.43
100505758	PRMT5-AS1	PRMT5 antisense RNA 1	-1.119	2.494
10419	PRMT5	protein arginine methyltransferase 5	-1.025	4.281
64403	CDH24	cadherin 24	2.264	2.979
22985	ACIN1	apoptotic chromatin condensation inducer 1	0.396	2.064
1053	CEBPE	CCAAT enhancer binding protein epsilon	2.868	2.921
23428	SLC7A8	solute carrier family 7 member 8	1.759	5.102
90673	PPP1R3E	protein phosphatase 1 regulatory subunit 3E	0.603	1.427
8906	AP1G2	adaptor related protein complex 1 subunit gamma 2	0.47	2.003
84502	JPH4	junctophilin 4	-2.969	9.131
55449	DHRS4-AS1	DHRS4 antisense RNA 1	-1.154	2.698
10901	DHRS4	dehydrogenase/reductase 4	-1.561	5.776
317749	DHRS4L2	dehydrogenase/reductase 4 like 2	-1.436	5.275
728635	DHRS4L1	dehydrogenase/reductase 4 like 1 (pseudogene)	-2.063	8.036
90668	CARMIL3	capping protein regulator and myosin 1 linker 3	-2.046	1.775
4901	NRL	neural retina leucine zipper	-0.967	2.325
5106	PCK2	phosphoenolpyruvate carboxykinase 2, mitochondrial	-2.68	18.203
5720	PSME1	proteasome activator subunit 1	-1.057	3.65
5721	PSME2	proteasome activator subunit 2	-2.094	10.235
102465801	MIR7703	microRNA 7703	-2.304	8.364
29082	CHMP4A	charged multivesicular body protein 4A	-0.442	1.667
7051	TGM1	transglutaminase 1	-1.176	1.639
5875	RABGGTA	Rab geranylgeranyltransferase subunit alpha	-0.82	3.135
115817	DHRS1	dehydrogenase/reductase 1	0.644	2.562
161424	NOP9	NOP9 nucleolar protein	-0.349	1.492
1241	LTB4R	leukotriene B4 receptor	0.919	9.985
196883	ADCY4	adenylate cyclase 4	1.543	6.122
57523	NYNRIN	NYN domain and retroviral integrase containing	-2.368	2.458
643866	CBLN3	cerebellin 3 precursor	-2.614	6.556
1511	CTSG	cathepsin G	3.37	2.153
29966	STRN3	striatin 3	0.505	2.163
25938	HEATR5A	HEAT repeat containing 5A	0.51	1.68
112487	DTD2	D-aminoacyl-tRNA deacylase 2	-1.71	5.363
80224	NUBPL	NUBP iron-sulfur cluster assembly factor, mitochondrial	-1.338	2.288
101954275	RNU6-7	RNA, U6 small nuclear 7	1.641	1.399
101954278	RNU6-8	RNA, U6 small nuclear 8	2.321	2.596
171546	SPTSSA	serine palmitoyltransferase small subunit A	-0.583	1.578
55837	EAPP	E2F associated phosphoprotein	0.571	1.496
11177	BAZ1A	bromodomain adjacent to zinc finger domain 1A	0.805	2.185
112268124	BAZ1A-AS1	BAZ1A antisense RNA 1	1.281	4.339
100506157	SRP54-AS1	SRP54 antisense RNA 1	1.819	4.551
6729	SRP54	signal recognition particle 54	0.545	1.674
283635	FAM177A1	family with sequence similarity 177 member A1	1.349	8.514
101927178	LOC101927178	uncharacterized LOC101927178	0.649	1.49
9692	PRORP	protein only RNase P catalytic subunit	0.685	3.138
253959	RALGAPA1	Ral GTPase activating protein catalytic subunit alpha 1	-0.627	2.178
84312	BRMS1L	BRMS1 like transcriptional repressor	-0.989	1.555
283547	LINC00639	long intergenic non-protein coding RNA 639	3.127	3.67
122553	TRAPPC6B	trafficking protein particle complex subunit 6B	1.104	3.784
5411	PNN	pinin, desmosome associated protein	0.832	3.188
54813	KLHL28	kelch like family member 28	0.689	1.553
6235	RPS29	ribosomal protein S29	-0.639	3.088
107987206	LOC107987206	replaced by ID 6029	1.573	2.9
6029	RN7SL1	RNA component of signal recognition particle 7SL1	1.573	2.9
122769	LRR1	leucine rich repeat protein 1	1.137	2.058
5427	POLE2	DNA polymerase epsilon 2, accessory subunit	2.696	2.508
378707	RN7SL3	RNA component of signal recognition particle 7SL3	2.303	3.241
105378179	LOC105378179	uncharacterized LOC105378179	1.397	3.029
378706	RN7SL2	RNA component of signal recognition particle 7SL2	1.401	3.036
283551	LINC01588	long intergenic non-protein coding RNA 1588	-2.409	3.799
196913	LINC01599	long intergenic non-protein coding RNA 1599	-2.594	2.68
6655	SOS2	SOS Ras/Rho guanine nucleotide exchange factor 2	1.148	14.368
11183	MAP4K5	mitogen-activated protein kinase kinase kinase kinase 5	-0.575	1.604
60485	SAV1	salvador family WW domain containing protein 1	-1.064	3.666
105370491	LOC105370491		2.19	2.799
145447	ABHD12B	abhydrolase domain containing 12B	2.311	7.465
5836	PYGL	glycogen phosphorylase L	2.17	16.595
105370492	LOC105370492		3.051	8.673
400212	LOC400212	uncharacterized LOC400212	3.744	4.687
102723604	LOC102723604	uncharacterized LOC102723604	2.541	3.084
57544	TXNDC16	thioredoxin domain containing 16	-1.239	4.163
30001	ERO1A	endoplasmic reticulum oxidoreductase 1 alpha	1.017	4.699
64841	GNPNAT1	glucosamine-phosphate N-acetyltransferase 1	-1.057	3.315
80821	DDHD1	DDHD domain containing 1	-2.021	27.717
1033	CDKN3	cyclin dependent kinase inhibitor 3	3.229	4.582
2764	GMFB	glia maturation factor beta	0.796	1.74
23034	SAMD4A	sterile alpha motif domain containing 4A	-5.186	18.654
729451	SAMD4A-AS1	SAMD4A antisense RNA 1	-3.021	1.957
2643	GCH1	GTP cyclohydrolase 1	-1.308	5.02
11169	WDHD1	WD repeat and HMG-box DNA binding protein 1	1.842	1.858
122809	SOCS4	suppressor of cytokine signaling 4	0.48	1.354
3895	KTN1	kinectin 1	-0.77	5.383
379025	PSMA3-AS1	PSMA3 antisense RNA 1	0.551	1.788
26520	TIMM9	translocase of inner mitochondrial membrane 9	-0.875	2.254
64582	GPR135	G protein-coupled receptor 135	-1.896	6.083
112849	L3HYPDH	trans-L-3-hydroxyproline dehydratase	-1.594	3.745
6252	RTN1	reticulon 1	-3.323	14.106
51635	DHRS7	dehydrogenase/reductase 7	0.84	3.687
5494	PPM1A	protein phosphatase, Mg2+/Mn2+ dependent 1A	1.004	7.409
4331	MNAT1	MNAT1 component of CDK activating kinase	1.36	2.436
145389	SLC38A6	solute carrier family 38 member 6	-0.97	2.391
5583	PRKCH	protein kinase C eta	-1.692	2.41
105370525	LOC105370525	uncharacterized LOC105370525	-2.14	3.108
100750247	HIF1A-AS2	HIF1A antisense RNA 2	0.714	1.381
112840	WDR89	WD repeat domain 89	-1.101	2.155
81537	SGPP1	sphingosine-1-phosphate phosphatase 1	-2.053	12.34
23224	SYNE2	spectrin repeat containing nuclear envelope protein 2	1.796	3.282
2100	ESR2	estrogen receptor 2	1.903	2.191
7597	ZBTB25	zinc finger and BTB domain containing 25	-1.135	4.141
26030	PLEKHG3	pleckstrin homology and RhoGEF domain containing G3	1.822	12.329
6710	SPTB	spectrin beta, erythrocytic	1.659	7.465
4149	MAX	MYC associated factor X	0.767	3.618
100506321	LOC100506321	uncharacterized LOC100506321	0.801	3.154
105370542	LOC105370542	uncharacterized LOC105370542	-3.852	2.972
161145	TMEM229B	transmembrane protein 229B	-2.889	9.04
384	ARG2	arginase 2	-0.824	5.788
10490	VTI1B	vesicle transport through interaction with t-SNAREs 1B	-0.789	8.38
51109	RDH11	retinol dehydrogenase 11	-1.503	14.004
5890	RAD51B	RAD51 paralog B	0.838	1.957
677	ZFP36L1	ZFP36 ring finger protein like 1	-1.525	4.252
87	ACTN1	actinin alpha 1	1.876	5.378
161159	ACTN1-DT	ACTN1 divergent transcript	2.851	4.642
8816	DCAF5	DDB1 and CUL4 associated factor 5	-0.416	2.542
100529257	SYNJ2BP-COX16	SYNJ2BP-COX16 readthrough	-1.599	7.398
51241	COX16	cytochrome c oxidase assembly factor COX16	-1.39	5.964
55333	SYNJ2BP	synaptojanin 2 binding protein	-1.984	7.121
22990	PCNX1	pecanex 1	0.66	1.499
26037	SIPA1L1	signal induced proliferation associated 1 like 1	-0.728	1.969
26094	DCAF4	DDB1 and CUL4 associated factor 4	-1.013	2.221
53349	ZFYVE1	zinc finger FYVE-type containing 1	0.738	5.422
91748	MIDEAS	mitotic deacetylase associated SANT domain protein	-0.694	1.48
145482	PTGR2	prostaglandin reductase 2	-1.31	2.083
57862	ZNF410	zinc finger protein 410	0.83	3.117
646658	SYNDIG1L	synapse differentiation inducing 1 like	-2.61	2.499
10577	NPC2	NPC intracellular cholesterol transporter 2	-1.228	8.75
100616211	MIR4709	microRNA 4709	-1.139	7.059
27030	MLH3	mutL homolog 3	-2.069	5.606
97	ACYP1	acylphosphatase 1	1.292	1.502
10972	TMED10	transmembrane p24 trafficking protein 10	-0.767	5.851
2353	FOS	Fos proto-oncogene, AP-1 transcription factor subunit	-1.586	3.342
101928377	JDP2-AS1	JDP2 antisense RNA 1	1.311	6.442
122953	JDP2	Jun dimerization protein 2	0.66	1.66
10538	BATF	basic leucine zipper ATF-like transcription factor	1.165	4.991
102724153	FLVCR2-AS1	FLVCR2 antisense RNA 1	-1.085	1.915
55640	FLVCR2	FLVCR heme transporter 2	-1.067	2.843
11161	ERG28	ergosterol biosynthesis 28 homolog	1.699	9.147
112752	IFT43	intraflagellar transport 43	-2.719	6.889
55668	GPATCH2L	G-patch domain containing 2 like	-0.425	2.534
22846	VASH1	vasohibin 1	-3.034	7.338
100506603	VASH1-AS1	VASH1 antisense RNA 1	-2.497	7.046
23357	ANGEL1	angel homolog 1	-1.656	9
64207	IRF2BPL	interferon regulatory factor 2 binding protein like	-0.741	1.581
107984638	LOC107984638	arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2	-0.852	1.836
57156	TMEM63C	transmembrane protein 63C	-2.639	2.958
283578	TMED8	transmembrane p24 trafficking protein family member 8	0.593	2.107
10598	AHSA1	activator of HSP90 ATPase activity 1	-0.356	1.481
9517	SPTLC2	serine palmitoyltransferase long chain base subunit 2	-0.697	1.694
57143	ADCK1	aarF domain containing kinase 1	-1.825	5.143
145508	CEP128	centrosomal protein 128	1.567	7.496
101928462	LOC101928462	uncharacterized LOC101928462	1.502	1.65
85439	STON2	stonin 2	-1.995	4.593
101928767	LINC02328	long intergenic non-protein coding RNA 2328	-1.459	1.536
123016	TTC8	tetratricopeptide repeat domain 8	1.554	3.025
1112	FOXN3	forkhead box N3	-0.605	2.131
90141	EFCAB11	EF-hand calcium binding domain 11	1.2	2.019
55775	TDP1	tyrosyl-DNA phosphodiesterase 1	0.771	2.032
56659	KCNK13	potassium two pore domain channel subfamily K member 13	-2.584	3.841
5700	PSMC1	proteasome 26S subunit, ATPase 1	0.372	1.6
55051	NRDE2	NRDE-2, necessary for RNA interference, domain containing	0.508	2.898
801	CALM1	calmodulin 1	1.556	6.422
145567	TTC7B	tetratricopeptide repeat domain 7B	1.727	3.562
101928909	TTC7B-AS1	TTC7B antisense RNA 1	2.006	3.104
80017	DGLUCY	D-glutamate cyclase	-1.133	7.081
440193	CCDC88C	coiled-coil domain containing 88C	-0.569	1.982
105370624	LOC105370624	uncharacterized LOC105370624	0.949	3.294
123036	TC2N	tandem C2 domains, nuclear	-2.15	2.12
10516	FBLN5	fibulin 5	2.39	1.49
4707	NDUFB1	NADH:ubiquinone oxidoreductase subunit B1	0.396	1.331
123041	SLC24A4	solute carrier family 24 member 4	-1.493	4.833
5641	LGMN	legumain	-1.308	2.462
9950	GOLGA5	golgin A5	-0.441	1.407
3705	ITPK1	inositol-tetrakisphosphate 1-kinase	-0.706	1.66
26175	LYSET	lysosomal enzyme trafficking factor	-0.747	2.608
51676	ASB2	ankyrin repeat and SOCS box containing 2	-2.906	2.835
57062	DDX24	DEAD-box helicase 24	-0.765	1.427
3429	IFI27	interferon alpha inducible protein 27	-10.36	7.671
83982	IFI27L2	interferon alpha inducible protein 27 like 2	-1.42	3.687
5265	SERPINA1	serpin family A member 1	-0.966	2.642
400242	DICER1-AS1	DICER1 antisense RNA 1	0.975	1.453
79789	CLMN	calmin	-2.328	6.587
161176	SYNE3	spectrin repeat containing nuclear envelope family member 3	-0.604	1.701
101929107	LOC101929107	uncharacterized LOC101929107	-1.477	2.282
283596	SNHG10	small nucleolar RNA host gene 10	0.856	1.616
8115	TCL1A	TCL1 family AKT coactivator A	-6.898	6.802
51527	GSKIP	GSK3B interacting protein	1.402	5.965
7443	VRK1	VRK serine/threonine kinase 1	1.903	5.475
64919	BCL11B	BCL11 transcription factor B	-4.216	1.768
51466	EVL	Enah/Vasp-like	-2.961	30.897
123099	DEGS2	delta 4-desaturase, sphingolipid 2	-2.62	10.998
7453	WARS1	tryptophanyl-tRNA synthetase 1	-2.367	16.449
57596	BEGAIN	brain enriched guanylate kinase associated	3.024	10.633
105370668	LOC105370668	uncharacterized LOC105370668	-2.636	3.457
107984698	LOC107984698		3.334	3.277
105370676	LINC02320	long intergenic non-protein coding RNA 2320	4.201	3.62
145200	LINC00239	long intergenic non-protein coding RNA 239	3.418	3.599
107984658	LOC107984658	uncharacterized LOC107984658	0.961	3.379
1778	DYNC1H1	dynein cytoplasmic 1 heavy chain 1	-0.868	7.338
107984661	LOC107984661	uncharacterized LOC107984661	-0.692	2.731
55778	ZNF839	zinc finger protein 839	0.942	6.677
9895	TECPR2	tectonin beta-propeller repeat containing 2	1.091	3.715
23186	RCOR1	REST corepressor 1	1.276	7.992
81693	AMN	amnion associated transmembrane protein	-2.777	14.745
9578	CDC42BPB	CDC42 binding protein kinase beta	-3.329	18.356
7127	TNFAIP2	TNF alpha induced protein 2	-1.393	2.666
105370687	LOC105370687	uncharacterized LOC105370687	0.684	1.38
1983	EIF5	eukaryotic translation initiation factor 5	0.793	1.852
677811	SNORA28	small nucleolar RNA, H/ACA box 28	0.902	1.322
1152	CKB	creatine kinase B	-2.176	2.496
115708	TRMT61A	tRNA methyltransferase 61A	-1.253	2.421
7517	XRCC3	X-ray repair cross complementing 3	0.582	1.486
79038	ZFYVE21	zinc finger FYVE-type containing 21	-0.6	1.433
9556	ATP5MJ	ATP synthase membrane subunit j	0.587	2.665
122402	TDRD9	tudor domain containing 9	2.461	4.833
64423	INF2	inverted formin 2	-2.008	10.926
122622	ADSS1	adenylosuccinate synthase 1	-1.272	1.408
102723342	LOC102723342	uncharacterized LOC102723342	-0.487	1.356
207	AKT1	AKT serine/threonine kinase 1	-0.513	1.535
100128927	ZBTB42	zinc finger and BTB domain containing 42	-2.192	6.312
122618	PLD4	phospholipase D family member 4	-7.928	31.32
113146	AHNAK2	AHNAK nucleoprotein 2	-5.367	5.195
55038	CDCA4	cell division cycle associated 4	1.172	2.386
29933	GPR132	G protein-coupled receptor 132	-0.702	1.543
3714	JAG2	jagged canonical Notch ligand 2	-1.976	1.852
256281	NUDT14	nudix hydrolase 14	-2.098	9.458
2972	BRF1	BRF1 RNA polymerase III transcription initiation factor subunit	-0.837	2.284
90135	BTBD6	BTB domain containing 6	0.51	1.431
23241	PACS2	phosphofurin acidic cluster sorting protein 2	-0.89	4.122
9112	MTA1	metastasis associated 1	-0.936	4.774
3494	IGHA2	immunoglobulin heavy constant alpha 2 (A2m marker)	-2.693	1.896
3503	IGHG4	immunoglobulin heavy constant gamma 4 (G4m marker)	-2.279	1.833
3505	IGHGP	immunoglobulin heavy constant gamma P (non-functional)	-2.484	3.375
3493	IGHA1	immunoglobulin heavy constant alpha 1	-1.748	1.497
3500	IGHG1	immunoglobulin heavy constant gamma 1 (G1m marker)	-2.082	2.566
3502	IGHG3	immunoglobulin heavy constant gamma 3 (G3m marker)	-2.015	2.687
3495	IGHD	immunoglobulin heavy constant delta	-5.071	6.249
3507	IGHM	immunoglobulin heavy constant mu	-4.52	11.135
28477	IGHJ4	immunoglobulin heavy joining 4	-3.624	3.742
9834	FAM30A	family with sequence similarity 30 member A	-2.388	1.52
28442	IGHV3-23	immunoglobulin heavy variable 3-23	-2.631	2.678
28439	IGHV3-30	immunoglobulin heavy variable 3-30	-2.345	1.772
28434	IGHV3-33	immunoglobulin heavy variable 3-33	-2.926	2.745
28388	IGHV5-51	immunoglobulin heavy variable 5-51	-3.229	3.094
646214	LOC646214	p21 (RAC1) activated kinase 2 pseudogene	1.644	1.586
646396	REREP3	arginine-glutamic acid dipeptide repeats pseudogene 3	-4.308	5.118
283796	GOLGA8IP	golgin A8 family member I, pseudogene	1.903	1.45
339005	WHAMMP3	WHAMM pseudogene 3	1.47	2.278
123606	NIPA1	NIPA magnesium transporter 1	-1.471	1.344
23191	CYFIP1	cytoplasmic FMR1 interacting protein 1	-1.858	9.348
653061	GOLGA8S	golgin A8 family member S	1.515	2.489
8123	PWAR5	Prader Willi/Angelman region RNA 5	-1.656	1.439
7337	UBE3A	ubiquitin protein ligase E3A	-0.504	1.467
57194	ATP10A	ATPase phospholipid transporting 10A (putative)	-4.587	10.847
653720	GOLGA8M	golgin A8 family member M	1.808	3.394
440253	WHAMMP2	WHAMM pseudogene 2	2.182	4.131
321	APBA2	amyloid beta precursor protein binding family A member 2	-3.795	3.677
56160	NSMCE3	NSE3 homolog, SMC5-SMC6 complex component	-2.41	15.845
653073	GOLGA8J	golgin A8 family member J	1.041	2.226
89837	ULK4P3	ULK4 pseudogene 3	1.219	1.737
653075	GOLGA8T	golgin A8 family member T	1.098	2.902
89832	CHRFAM7A	CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion	1.468	1.849
101059918	GOLGA8R	golgin A8 family member R	1.031	2.259
100288203	WHAMMP4	WHAMM pseudogene 4	1.054	3.423
727909	GOLGA8Q	golgin A8 family member Q	1.002	1.755
100288380	ULK4P2	ULK4 pseudogene 2	1.214	2.379
102725021	ARHGAP11B-DT	ARHGAP11B divergent transcript	0.665	1.307
728498	GOLGA8H	golgin A8 family member H	1.207	2.995
89839	ARHGAP11B	Rho GTPase activating protein 11B	1.717	2.704
100288637	LOC100288637	OTU deubiquitinase 7A pseudogene	1.691	2.372
1139	CHRNA7	cholinergic receptor nicotinic alpha 7 subunit	1.477	1.617
653125	GOLGA8K	golgin A8 family member K	1.251	4.233
89838	ULK4P1	ULK4 pseudogene 1	1.294	2.624
728047	GOLGA8O	golgin A8 family member O	1.056	2.382
107987222	LOC107987222		1.201	7.401
100288615	WHAMMP1	WHAMM pseudogene 1	1.009	6.088
643699	GOLGA8N	golgin A8 family member N	1.26	3.521
9824	ARHGAP11A	Rho GTPase activating protein 11A	2.172	3.653
114118903	ARHGAP11A-SCG5	ARHGAP11A-SCG5 readthrough	1.956	3.646
57099	AVEN	apoptosis and caspase activation inhibitor	-0.946	2.195
161779	PGBD4	piggyBac transposable element derived 4	0.703	1.322
9990	SLC12A6	solute carrier family 12 member 6	0.677	1.652
55505	NOP10	NOP10 ribonucleoprotein	0.679	2.493
254531	LPCAT4	lysophosphatidylcholine acyltransferase 4	-0.622	1.356
440270	GOLGA8B	golgin A8 family member B	1.044	1.595
54989	ZNF770	zinc finger protein 770	0.97	2.643
161742	SPRED1	sprouty related EVH1 domain containing 1	-2.767	2.578
161835	FSIP1	fibrous sheath interacting protein 1	2.592	2.011
6727	SRP14	signal recognition particle 14	0.419	1.671
90427	BMF	Bcl2 modifying factor	-1.673	4.895
701	BUB1B	BUB1 mitotic checkpoint serine/threonine kinase B	3.04	1.609
107984763	LOC107984763	uncharacterized LOC107984763	2.873	1.581
106821730	BUB1B-PAK6	BUB1B-PAK6 readthrough	2.877	2.521
100505573	INAFM2	InaF motif containing 2	-1.188	6.108
85455	DISP2	dispatched RND transporter family member 2	1.39	2.739
3712	IVD	isovaleryl-CoA dehydrogenase	-0.605	1.405
113189	CHST14	carbohydrate sulfotransferase 14	-0.994	1.926
57082	KNL1	kinetochore scaffold 1	2.679	2.852
5888	RAD51	RAD51 recombinase	2.703	3.241
2644	GCHFR	GTP cyclohydrolase I feedback regulator	0.912	2.912
6692	SPINT1	serine peptidase inhibitor, Kunitz type 1	-1.605	2.169
54617	INO80	INO80 complex ATPase subunit	-0.611	3.239
729082	OIP5-AS1	OIP5 antisense RNA 1	0.662	1.588
11339	OIP5	Opa interacting protein 5	2.578	2.983
51203	NUSAP1	nucleolar and spindle associated protein 1	2.8	3.548
3706	ITPKA	inositol-trisphosphate 3-kinase A	2.13	1.442
23269	MGA	MAX dimerization protein MGA	-0.44	2.36
51332	SPTBN5	spectrin beta, non-erythrocytic 5	-1.354	2.413
105370792	LOC105370792	uncharacterized LOC105370792	-1.522	4.545
30844	EHD4	EH domain containing 4	-1.039	5.874
23339	VPS39	VPS39 subunit of HOPS complex	0.433	1.363
105370795	VPS39-DT	VPS39 divergent transcript	0.988	1.867
25963	TMEM87A	transmembrane protein 87A	0.739	3.15
825	CAPN3	calpain 3	1.096	1.623
64397	ZNF106	zinc finger protein 106	-0.472	1.396
255252	LRRC57	leucine rich repeat containing 57	0.822	4.33
55142	HAUS2	HAUS augmin like complex subunit 2	0.989	3.068
146059	CDAN1	codanin 1	0.473	1.462
146057	TTBK2	tau tubulin kinase 2	-0.615	3.152
197131	UBR1	ubiquitin protein ligase E3 component n-recognin 1	0.56	2.21
23582	CCNDBP1	cyclin D1 binding protein 1	1.147	12.881
146050	ZSCAN29	zinc finger and SCAN domain containing 29	-0.406	1.474
4236	MFAP1	microfibril associated protein 1	0.796	1.544
79968	WDR76	WD repeat domain 76	2.322	2.912
84978	FRMD5	FERM domain containing 5	2.26	1.447
567	B2M	beta-2-microglobulin	-0.731	1.625
113218500	MIR10393	microRNA 10393	-0.699	1.595
100419583	LOC100419583	ring finger protein 4 pseudogene	-1.928	3.146
653381	SORD2P	sorbitol dehydrogenase 2, pseudogene	-1.274	3.528
6652	SORD	sorbitol dehydrogenase	-1.228	4.385
2628	GATM	glycine amidinotransferase	-2.144	1.668
84419	C15orf48	chromosome 15 open reading frame 48	-1.973	1.403
105376714	LOC105376714	uncharacterized LOC105376714	-2.09	1.495
7782	SLC30A4	solute carrier family 30 member 4	-2.895	3.551
26258	BLOC1S6	biogenesis of lysosomal organelles complex 1 subunit 6	-0.404	1.302
58472	SQOR	sulfide quinone oxidoreductase	0.72	3.159
1854	DUT	deoxyuridine triphosphatase	1.557	2.632
2200	FBN1	fibrillin 1	3.521	3.884
22995	CEP152	centrosomal protein 152	0.705	1.432
23741	EID1	EP300 interacting inhibitor of differentiation 1	-0.927	5.769
56986	DTWD1	DTW domain containing 1	-0.933	1.698
79895	ATP8B4	ATPase phospholipid transporting 8B4 (putative)	2.319	2.719
